Run Date,8/18/2015 09:03:15
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,tempC,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
754,846343,335,5,3e,0,10,0,6073,11366,16436,25355,26646,20146,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26635,20140,-31353,30897,24960,17468,17722,27909,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
755,847359,335,5,3e,0,10,0,6073,11368,16438,25353,26648,20146,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26635,20140,-31353,30895,24958,17470,17720,27909,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
756,848343,335,5,3e,0,10,0,6072,11366,16435,25352,26637,20148,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26635,20140,-31352,30897,24961,17471,17731,27907,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
757,849343,335,5,3e,0,10,0,6072,11366,16438,25349,26640,20153,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26635,20140,-31352,30897,24958,17474,17728,27902,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
758,850359,335,5,3e,0,10,0,6073,11368,16435,25349,26643,20144,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26635,20140,-31353,30895,24961,17474,17725,27911,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
759,851343,335,5,3e,0,10,0,6073,11366,16436,25349,26638,20149,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26635,20140,-31353,30897,24960,17474,17730,27906,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
760,852359,335,5,3e,0,10,0,6072,11367,16431,25344,26633,20140,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26633,20140,-31352,30896,24965,17479,17735,27915,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
761,853343,335,5,3e,0,10,0,6072,11365,16431,25348,26636,20149,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26633,20140,-31352,30898,24965,17475,17732,27906,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
762,854343,335,5,3e,0,10,0,6073,11365,16435,25347,26634,20144,40256,42263,41396,42823,44368,48055,6072,11287,14256,20520,26633,20140,-31353,30898,24961,17476,17734,27911,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
763,855359,335,5,3e,0,10,0,6071,11365,16429,25343,26631,20142,40256,42263,41396,42823,44368,48055,6071,11287,14256,20520,26631,20140,-31351,30898,24967,17480,17737,27913,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
764,856343,335,5,3e,0,10,0,6072,11364,16431,25346,26626,20144,40256,42263,41396,42823,44368,48055,6071,11287,14256,20520,26626,20140,-31352,30899,24965,17477,17742,27911,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
765,857359,335,5,3e,0,10,0,6072,11365,16433,25345,26627,20143,40256,42263,41396,42823,44368,48055,6071,11287,14256,20520,26626,20140,-31352,30898,24963,17478,17741,27912,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
766,858359,335,5,3e,0,10,0,6073,11366,16430,25344,26628,20143,40256,42263,41396,42823,44368,48055,6071,11287,14256,20520,26626,20140,-31353,30897,24966,17479,17740,27912,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
767,859343,335,5,3e,0,10,0,6071,11365,16431,25345,26635,20146,40256,42263,41396,42823,44368,48055,6071,11287,14256,20520,26626,20140,-31351,30898,24965,17478,17733,27909,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
768,860359,335,5,3e,0,10,0,6072,11362,16428,25341,26629,20143,40256,42263,41396,42823,44368,48055,6071,11287,14256,20520,26626,20140,-31352,30901,24968,17482,17739,27912,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
769,861343,335,5,3e,0,10,0,6071,11364,16428,25339,26626,20148,40256,42263,41396,42823,44368,48055,6071,11287,14256,20520,26626,20140,-31351,30899,24968,17484,17742,27907,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
770,862343,335,5,3e,0,10,0,6070,11361,16429,25343,26621,20147,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26621,20140,-31350,30902,24967,17480,17747,27908,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
771,863359,335,5,3e,0,10,0,6072,11365,16428,25343,26626,20150,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26621,20140,-31352,30898,24968,17480,17742,27905,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
772,864343,335,5,3e,0,10,0,6070,11363,16423,25336,26616,20137,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26616,20137,-31350,30900,24973,17487,17752,27918,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
773,865359,335,5,3e,0,10,0,6070,11363,16423,25340,26620,20139,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26616,20137,-31350,30900,24973,17483,17748,27916,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
774,866359,335,5,3e,0,10,0,6071,11363,16425,25342,26626,20148,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26616,20137,-31351,30900,24971,17481,17742,27907,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
775,867343,335,5,3e,0,10,0,6070,11362,16422,25337,26622,20144,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26616,20137,-31350,30901,24974,17486,17746,27911,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
776,868359,335,5,3e,0,10,0,6071,11363,16423,25340,26630,20146,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26616,20137,-31351,30900,24973,17483,17738,27909,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
777,869343,335,5,3e,0,10,0,6071,11362,16425,25336,26623,20143,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26616,20137,-31351,30901,24971,17487,17745,27912,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
778,870359,335,5,3e,0,10,0,6071,11362,16423,25332,26616,20140,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26616,20137,-31351,30901,24973,17491,17752,27915,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
779,871359,335,5,3e,0,10,0,6070,11359,16423,25329,26615,20139,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26615,20137,-31350,30904,24973,17494,17753,27916,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
780,872343,335,5,3e,0,10,0,6071,11361,16426,25338,26621,20143,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26615,20137,-31351,30902,24970,17485,17747,27912,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
781,873359,335,5,3e,0,10,0,6070,11360,16426,25330,26621,20142,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26615,20137,-31350,30903,24970,17493,17747,27913,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
782,874359,335,5,3e,0,10,0,6070,11359,16424,25335,26616,20140,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26615,20137,-31350,30904,24972,17488,17752,27915,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
783,875343,335,5,3e,0,10,0,6070,11359,16424,25325,26613,20137,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26613,20137,-31350,30904,24972,17498,17755,27918,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
784,876359,335,5,3e,0,10,0,6070,11357,16423,25327,26619,20136,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26613,20136,-31350,30906,24973,17496,17749,27919,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
785,877359,335,5,3e,0,10,0,6070,11358,16421,25324,26611,20136,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26611,20136,-31350,30905,24975,17499,17757,27919,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
786,878359,335,5,3e,0,10,0,6070,11359,16425,25329,26622,20137,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26611,20136,-31350,30904,24971,17494,17746,27918,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
787,879359,335,5,3e,0,10,0,6070,11359,16421,25329,26618,20141,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26611,20136,-31350,30904,24975,17494,17750,27914,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
788,880343,335,5,3e,0,10,0,6070,11358,16416,25326,26615,20137,40256,42263,41396,42823,44368,48055,6070,11287,14256,20520,26611,20136,-31350,30905,24980,17497,17753,27918,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
789,881359,335,5,3e,0,10,0,6069,11358,16417,25321,26613,20133,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26611,20133,-31349,30905,24979,17502,17755,27922,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
790,882359,335,5,3e,0,10,0,6070,11358,16416,25323,26622,20135,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26611,20133,-31350,30905,24980,17500,17746,27920,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
791,883359,335,5,3e,0,10,0,6070,11359,16419,25322,26607,20137,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26607,20133,-31350,30904,24977,17501,17761,27918,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
792,884359,335,5,3e,0,10,0,6070,11357,16416,25325,26612,20137,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26607,20133,-31350,30906,24980,17498,17756,27918,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
793,885359,335,5,3e,0,10,0,6070,11358,16420,25320,26610,20134,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26607,20133,-31350,30905,24976,17503,17758,27921,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
794,886359,335,5,3e,0,10,0,6070,11359,16418,25318,26609,20130,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26607,20130,-31350,30904,24978,17505,17759,27925,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
795,887359,335,5,3e,0,10,0,6069,11354,16417,25316,26609,20128,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26607,20128,-31349,30909,24979,17507,17759,27927,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
796,888343,335,5,3e,0,10,0,6069,11354,16415,25322,26607,20134,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26607,20128,-31349,30909,24981,17501,17761,27921,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
797,889359,335,5,3e,0,10,0,6070,11358,16414,25316,26605,20128,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26605,20128,-31350,30905,24982,17507,17763,27927,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
798,890359,335,5,3e,0,10,0,6070,11355,16419,25321,26616,20132,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26605,20128,-31350,30908,24977,17502,17752,27923,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
799,891359,335,5,3e,0,10,0,6071,11357,16416,25316,26613,20128,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26605,20128,-31351,30906,24980,17507,17755,27927,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
800,892359,335,5,3e,0,10,0,6069,11356,16411,25315,26608,20136,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26605,20128,-31349,30907,24985,17508,17760,27919,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
801,893359,335,5,3e,0,10,0,6069,11355,16414,25321,26615,20137,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26605,20128,-31349,30908,24982,17502,17753,27918,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
802,894359,335,5,3e,0,10,0,6069,11354,16416,25315,26607,20133,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26605,20128,-31349,30909,24980,17508,17761,27922,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
803,895359,335,5,3e,0,10,0,6069,11356,16411,25311,26603,20129,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26603,20128,-31349,30907,24985,17512,17765,27926,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
804,896343,335,5,3e,0,10,0,6069,11355,16411,25312,26608,20132,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26603,20128,-31349,30908,24985,17511,17760,27923,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
805,897359,335,5,3e,0,10,0,6069,11353,16413,25316,26613,20130,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26603,20128,-31349,30910,24983,17507,17755,27925,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
806,898359,335,5,3e,0,10,0,6069,11355,16413,25313,26612,20131,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26603,20128,-31349,30908,24983,17510,17756,27924,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
807,899359,335,5,3e,0,10,0,6069,11353,16414,25311,26610,20127,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26603,20127,-31349,30910,24982,17512,17758,27928,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
808,900359,335,5,3e,0,10,0,6075,11352,16413,25311,26614,20129,40256,42263,41396,42823,44368,48055,6069,11287,14256,20520,26603,20127,-31355,30911,24983,17512,17754,27926,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
809,901359,335,5,3e,0,10,0,6068,11352,16411,25307,26607,20126,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26603,20126,-31348,30911,24985,17516,17761,27929,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
810,902359,335,5,3e,0,10,0,6069,11353,16413,25305,26607,20126,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26603,20126,-31349,30910,24983,17518,17761,27929,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
811,903359,335,5,3e,0,10,0,6069,11355,16418,25311,26620,20134,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26603,20126,-31349,30908,24978,17512,17748,27921,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
812,904359,335,5,3e,0,10,0,6069,11351,16414,25307,26610,20129,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26603,20126,-31349,30912,24982,17516,17758,27926,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
813,905359,335,5,3e,0,10,0,6068,11350,16415,25304,26613,20128,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26603,20126,-31348,30913,24981,17519,17755,27927,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
814,906359,335,5,3e,0,10,0,6069,11353,16421,25312,26617,20136,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26603,20126,-31349,30910,24975,17511,17751,27919,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
815,907359,335,5,3e,0,10,0,6069,11355,16417,25306,26609,20127,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26603,20126,-31349,30908,24979,17517,17759,27928,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
816,908359,335,5,3e,0,10,0,6068,11353,16415,25305,26599,20123,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26599,20123,-31348,30910,24981,17518,17769,27932,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
817,909359,335,5,3e,0,10,0,6068,11351,16414,25303,26600,20126,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26599,20123,-31348,30912,24982,17520,17768,27929,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
818,910359,335,5,3e,0,10,0,6069,11352,16418,25307,26606,20129,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26599,20123,-31349,30911,24978,17516,17762,27926,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
819,911359,335,5,3e,0,10,0,6069,11353,16413,25302,26591,20123,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26591,20123,-31349,30910,24983,17521,17777,27932,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
820,912359,335,5,3e,0,10,0,6068,11351,16409,25300,26594,20108,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26591,20108,-31348,30912,24987,17523,17774,27947,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
821,913359,335,5,3e,0,10,0,6068,11351,16409,25301,26596,20111,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26591,20108,-31348,30912,24987,17522,17772,27944,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
822,914359,335,5,3e,0,10,0,6070,11348,16409,25298,26589,20114,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,-31350,30915,24987,17525,17779,27941,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
823,915359,376,6,3f,0,10,0,37880,39025,39475,40466,42580,46701,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,2376,3238,1921,2357,1788,1354,40256,42263,41396,42823,44368,48055,37880,39025,39475,40466,42580,46701,
824,916359,376,6,3f,0,10,0,36914,39052,39685,40573,42588,46700,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3342,3211,1711,2250,1780,1355,40256,42263,41396,42823,44368,48055,37880,39052,39685,40573,42588,46701,
825,917375,376,6,3f,0,10,0,36685,39039,39666,40579,42602,46735,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3571,3224,1730,2244,1766,1320,40256,42263,41396,42823,44368,48055,37880,39052,39685,40579,42602,46735,
826,918359,376,6,3f,0,10,0,36562,39005,39673,40597,42632,46757,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3694,3258,1723,2226,1736,1298,40256,42263,41396,42823,44368,48055,37880,39052,39685,40597,42632,46757,
827,919359,376,6,3f,0,10,0,36507,38996,39675,40601,42649,46777,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3749,3267,1721,2222,1719,1278,40256,42263,41396,42823,44368,48055,37880,39052,39685,40601,42649,46777,
828,920375,376,6,3f,0,10,0,36456,38996,39680,40612,42679,46798,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3800,3267,1716,2211,1689,1257,40256,42263,41396,42823,44368,48055,37880,39052,39685,40612,42679,46798,
829,921359,376,6,3f,0,10,0,36413,38994,39680,40612,42704,46824,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3843,3269,1716,2211,1664,1231,40256,42263,41396,42823,44368,48055,37880,39052,39685,40612,42704,46824,
830,922359,376,6,3f,0,10,0,36377,38990,39682,40625,42726,46879,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3879,3273,1714,2198,1642,1176,40256,42263,41396,42823,44368,48055,37880,39052,39685,40625,42726,46879,
831,923359,376,6,3f,0,10,0,36339,38985,39686,40641,42768,46914,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3917,3278,1710,2182,1600,1141,40256,42263,41396,42823,44368,48055,37880,39052,39686,40641,42768,46914,
832,924359,376,6,3f,0,10,0,36311,38989,39691,40664,42825,46963,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3945,3274,1705,2159,1543,1092,40256,42263,41396,42823,44368,48055,37880,39052,39691,40664,42825,46963,
833,925375,376,6,3f,0,10,0,36294,38991,39697,40678,42858,47001,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3962,3272,1699,2145,1510,1054,40256,42263,41396,42823,44368,48055,37880,39052,39697,40678,42858,47001,
834,926359,376,6,3f,0,10,0,36274,38988,39693,40691,42887,47052,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3982,3275,1703,2132,1481,1003,40256,42263,41396,42823,44368,48055,37880,39052,39697,40691,42887,47052,
835,927359,376,6,3f,0,10,0,36265,38992,39701,40720,42930,47121,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,3991,3271,1695,2103,1438,934,40256,42263,41396,42823,44368,48055,37880,39052,39701,40720,42930,47121,
836,928375,376,6,3f,0,10,0,36255,38993,39713,40750,42972,47205,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4001,3270,1683,2073,1396,850,40256,42263,41396,42823,44368,48055,37880,39052,39713,40750,42972,47205,
837,929359,376,6,3f,0,10,0,36241,38998,39716,40760,42985,47257,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4015,3265,1680,2063,1383,798,40256,42263,41396,42823,44368,48055,37880,39052,39716,40760,42985,47257,
838,930375,376,6,3f,0,10,0,36231,39003,39724,40784,43004,47313,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4025,3260,1672,2039,1364,742,40256,42263,41396,42823,44368,48055,37880,39052,39724,40784,43004,47313,
839,931359,376,6,3f,0,10,0,36223,39003,39736,40796,42993,47339,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4033,3260,1660,2027,1375,716,40256,42263,41396,42823,44368,48055,37880,39052,39736,40796,43004,47339,
840,932359,376,6,3f,0,10,0,36212,39009,39741,40814,43001,47342,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4044,3254,1655,2009,1367,713,40256,42263,41396,42823,44368,48055,37880,39052,39741,40814,43004,47342,
841,933375,376,6,3f,0,10,0,36205,39006,39736,40826,42998,47359,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4051,3257,1660,1997,1370,696,40256,42263,41396,42823,44368,48055,37880,39052,39741,40826,43004,47359,
842,934359,376,6,3f,0,10,0,36196,39011,39744,40842,43023,47383,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4060,3252,1652,1981,1345,672,40256,42263,41396,42823,44368,48055,37880,39052,39744,40842,43023,47383,
843,935359,376,6,3f,0,10,0,36190,39006,39748,40861,43024,47391,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4066,3257,1648,1962,1344,664,40256,42263,41396,42823,44368,48055,37880,39052,39748,40861,43024,47391,
844,936375,376,6,3f,0,10,0,36182,39017,39766,40878,43028,47407,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4074,3246,1630,1945,1340,648,40256,42263,41396,42823,44368,48055,37880,39052,39766,40878,43028,47407,
845,937359,376,6,3f,0,10,0,36180,39014,39782,40899,43051,47420,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4076,3249,1614,1924,1317,635,40256,42263,41396,42823,44368,48055,37880,39052,39782,40899,43051,47420,
846,938375,0,5,1f,1,11,0,36172,39014,39798,40915,43052,47436,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4084,3249,1598,1908,1316,619,40256,42263,41396,42823,44368,48055,37880,39052,39798,40915,43052,47436,
847,939359,0,5,1f,2,12,0,36173,39024,39803,40924,43056,47432,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4083,3239,1593,1899,1312,623,40256,42263,41396,42823,44368,48055,37880,39052,39803,40924,43056,47436,
848,940359,0,5,1f,3,13,0,36165,39022,39814,40939,43060,47456,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4091,3241,1582,1884,1308,599,40256,42263,41396,42823,44368,48055,37880,39052,39814,40939,43060,47456,
849,941375,0,5,1f,4,14,0,36161,39024,39811,40946,43059,47464,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4095,3239,1585,1877,1309,591,40256,42263,41396,42823,44368,48055,37880,39052,39814,40946,43060,47464,
850,942359,0,5,1f,5,15,0,36155,39029,39820,40950,43074,47484,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4101,3234,1576,1873,1294,571,40256,42263,41396,42823,44368,48055,37880,39052,39820,40950,43074,47484,
851,943375,0,5,1f,6,16,0,36147,39021,39824,40956,43089,47504,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4109,3242,1572,1867,1279,551,40256,42263,41396,42823,44368,48055,37880,39052,39824,40956,43089,47504,
852,944375,0,5,1f,7,17,0,36145,39029,39820,40955,43078,47492,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4111,3234,1576,1868,1290,563,40256,42263,41396,42823,44368,48055,37880,39052,39824,40956,43089,47504,
853,945359,0,5,1f,8,18,0,36146,39031,39821,40960,43082,47505,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4110,3232,1575,1863,1286,550,40256,42263,41396,42823,44368,48055,37880,39052,39824,40960,43089,47505,
854,946375,0,5,1f,9,19,0,36139,39030,39823,40965,43076,47512,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4117,3233,1573,1858,1292,543,40256,42263,41396,42823,44368,48055,37880,39052,39824,40965,43089,47512,
855,947359,0,5,1f,10,20,0,36105,39021,39814,40965,43085,47517,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4151,3242,1582,1858,1283,538,40256,42263,41396,42823,44368,48055,37880,39052,39824,40965,43089,47517,
856,948359,0,5,1f,11,21,0,35543,39043,39825,40990,43093,47539,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,4713,3220,1571,1833,1275,516,40256,42263,41396,42823,44368,48055,37880,39052,39825,40990,43093,47539,
857,949375,0,5,1f,12,22,0,37274,39061,39860,40981,43090,47535,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,2982,3202,1536,1842,1278,520,40256,42263,41396,42823,44368,48055,37880,39061,39860,40990,43093,47539,
858,950359,0,5,1f,13,23,0,37300,39069,39861,40981,43096,47547,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,2956,3194,1535,1842,1272,508,40256,42263,41396,42823,44368,48055,37880,39069,39861,40990,43096,47547,
859,951375,0,5,1f,14,24,0,37321,39069,39858,40981,43095,47553,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,2935,3194,1538,1842,1273,502,40256,42263,41396,42823,44368,48055,37880,39069,39861,40990,43096,47553,
860,952375,0,5,1f,15,25,0,37326,39083,39864,40984,43107,47556,40256,42263,41396,42823,44368,48055,6068,11287,14256,20520,26589,20108,2930,3180,1532,1839,1261,499,40256,42263,41396,42823,44368,48055,37880,39083,39864,40990,43107,47556,
