Run Date,4/30/2015 11:49:38
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,padCounts[0],padCounts[1],padCounts[2],padCounts[3],padCounts[4],padCounts[5],pad_max[0],pad_max[1],pad_max[2],pad_max[3],pad_max[4],pad_max[5],pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
233,232922,0,0,0,1,74,38,42015,41906,40994,42690,43869,47754,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,69,59,57,54,38,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
234,233922,0,0,0,2,74,38,42034,41914,40991,42687,43859,47755,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,51,60,57,48,38,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
235,234922,376,6,3f,0,74,38,41211,40853,39902,41484,42569,46268,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,873,1112,1149,1260,1338,1525,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
236,235922,376,6,3f,0,74,38,41226,40857,39902,41490,42575,46272,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,858,1108,1149,1254,1332,1521,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
237,236938,0,0,0,1,74,38,42029,41917,41003,42688,43879,47757,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,55,48,48,56,28,36,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
238,237922,0,0,0,2,74,38,42034,41920,41006,42693,43860,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,45,45,51,47,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
239,238922,376,6,3f,0,74,38,41194,40854,39936,41494,42573,46262,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,890,1111,1115,1250,1334,1531,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
240,239938,376,6,3f,0,74,38,41191,40863,39935,41491,42568,46253,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,893,1102,1116,1253,1339,1540,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
241,240938,0,0,0,1,74,38,42016,41900,40985,42690,43863,47754,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,68,65,66,54,44,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
242,241922,376,6,3f,0,74,38,41435,41033,40016,41520,42567,46252,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,649,932,1035,1224,1340,1541,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
243,242922,173,3,38,0,74,38,41866,41656,40656,41992,42639,46259,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,218,309,395,752,1268,1534,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
244,243938,376,3,7,0,75,38,41277,41253,40442,42321,43802,47741,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,807,712,609,423,105,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
245,244922,376,3,7,0,76,38,41197,41165,40349,42239,43796,47742,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,887,800,702,505,111,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
246,245922,335,5,3e,0,76,38,41893,41546,40379,41687,42592,46271,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,191,419,672,1057,1315,1522,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
247,246922,79,2,30,0,76,38,41990,41902,40969,42630,43352,46350,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,94,63,82,114,555,1443,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
248,247938,376,6,3f,0,76,38,41566,41064,40112,41706,42759,46315,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,518,901,939,1038,1148,1478,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
249,248922,376,6,3f,0,76,38,41498,40974,40089,41690,42766,46324,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,586,991,962,1054,1141,1469,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
250,249922,0,0,0,1,76,38,42027,41914,40994,42690,43860,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,57,51,57,54,47,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
251,250938,0,0,0,2,76,38,42012,41911,40992,42690,43858,47735,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,72,54,59,54,49,58,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
252,251938,79,2,30,0,76,38,41960,41863,40819,42295,42957,46358,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,124,102,232,449,950,1435,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
253,252922,0,0,0,1,76,38,42026,41900,40977,42679,43856,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,58,65,74,65,51,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
254,253922,0,0,0,2,76,38,42031,41909,40987,42696,43866,47747,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,53,56,64,48,41,46,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
255,254938,0,0,0,3,76,38,42037,41911,40997,42686,43858,47733,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,54,54,58,49,60,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
